Index,Age,BusinessTravel,Department,DistanceFromHome,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,YearsAtCompany
1082,35,Travel_Rarely,Research & Development,16,Life Sciences,Female,Healthcare Representative,2,Single,8606,No,11,11
1083,23,Travel_Rarely,Research & Development,20,Life Sciences,Male,Laboratory Technician,3,Single,2272,No,5,4
1084,40,Travel_Rarely,Research & Development,9,Life Sciences,Male,Laboratory Technician,1,Single,2018,No,15,5
1085,34,Travel_Rarely,Sales,1,Technical Degree,Male,Sales Executive,3,Married,7083,Yes,10,10
1086,31,Travel_Frequently,Research & Development,3,Life Sciences,Female,Research Scientist,3,Single,4084,No,7,7
1087,50,Travel_Frequently,Research & Development,22,Medical,Male,Research Director,4,Single,14411,Yes,32,32
1088,34,Travel_Rarely,Sales,7,Technical Degree,Male,Sales Representative,3,Married,2308,Yes,12,11
1089,42,Travel_Rarely,Research & Development,2,Medical,Male,Laboratory Technician,2,Married,4841,No,4,1
1090,37,Travel_Rarely,Research & Development,13,Medical,Male,Research Scientist,4,Married,4285,No,10,10
1091,29,Travel_Rarely,Research & Development,8,Other,Female,Healthcare Representative,1,Married,9715,No,9,7
1092,33,Travel_Rarely,Research & Development,25,Life Sciences,Male,Manufacturing Director,2,Single,4320,No,5,5
1093,45,Travel_Rarely,Research & Development,28,Technical Degree,Male,Research Scientist,4,Married,2132,No,8,5
1094,42,Travel_Frequently,Research & Development,2,Life Sciences,Male,Healthcare Representative,4,Married,10124,Yes,24,20
1095,40,Travel_Rarely,Sales,9,Medical,Male,Sales Executive,1,Married,5473,No,9,8
1096,33,Travel_Rarely,Research & Development,28,Life Sciences,Male,Laboratory Technician,3,Married,5207,Yes,15,15
1097,40,Travel_Rarely,Human Resources,6,Medical,Male,Manager,4,Single,16437,Yes,21,21
1098,24,Travel_Rarely,Research & Development,21,Technical Degree,Male,Laboratory Technician,1,Divorced,2296,No,2,1
1099,40,Non-Travel,Research & Development,8,Life Sciences,Male,Healthcare Representative,4,Divorced,4069,Yes,8,2
1100,45,Travel_Rarely,Research & Development,1,Technical Degree,Male,Healthcare Representative,2,Divorced,7441,No,10,10
1101,35,Travel_Rarely,Sales,28,Life Sciences,Female,Sales Representative,3,Married,2430,No,6,5
1102,32,Travel_Rarely,Research & Development,5,Life Sciences,Female,Research Scientist,2,Married,5878,No,12,7
1103,36,Travel_Rarely,Sales,2,Life Sciences,Male,Sales Representative,4,Single,2644,Yes,7,3
1104,48,Travel_Rarely,Sales,16,Life Sciences,Female,Sales Executive,3,Divorced,6439,No,18,8
1105,29,Travel_Rarely,Research & Development,9,Life Sciences,Male,Research Scientist,3,Married,2451,No,5,1
1106,33,Travel_Rarely,Sales,8,Life Sciences,Male,Sales Executive,1,Married,6392,No,8,2
1107,30,Travel_Rarely,Sales,1,Life Sciences,Male,Sales Executive,1,Married,9714,No,10,10
1108,38,Travel_Frequently,Human Resources,10,Human Resources,Male,Human Resources,3,Married,6077,No,10,6
1109,35,Travel_Rarely,Research & Development,1,Medical,Male,Laboratory Technician,1,Single,2450,No,3,3
1110,30,Travel_Rarely,Sales,29,Technical Degree,Male,Sales Executive,2,Married,9250,No,9,4
1111,35,Travel_Rarely,Research & Development,2,Life Sciences,Female,Laboratory Technician,1,Divorced,2074,Yes,1,1
1112,53,Travel_Rarely,Research & Development,2,Technical Degree,Female,Manufacturing Director,4,Married,10169,No,34,33
1113,38,Travel_Rarely,Research & Development,2,Medical,Male,Manufacturing Director,2,Married,4855,No,7,5
1114,32,Non-Travel,Research & Development,1,Technical Degree,Male,Research Scientist,1,Married,4087,No,9,6
1115,48,Travel_Rarely,Research & Development,15,Other,Female,Research Scientist,1,Married,2367,No,10,8
1116,34,Travel_Rarely,Research & Development,7,Medical,Male,Research Scientist,4,Single,2972,No,1,1
1117,55,Travel_Rarely,Sales,26,Marketing,Male,Manager,4,Married,19586,No,36,36
1118,34,Travel_Rarely,Research & Development,1,Life Sciences,Male,Research Scientist,4,Married,5484,No,9,2
1119,26,Travel_Rarely,Research & Development,3,Life Sciences,Female,Research Scientist,4,Married,2061,No,1,1
1120,38,Travel_Rarely,Sales,14,Life Sciences,Male,Sales Executive,2,Married,9924,No,10,9
1121,38,Travel_Rarely,Sales,16,Life Sciences,Female,Sales Executive,2,Single,4198,No,8,3
1122,36,Travel_Rarely,Sales,1,Life Sciences,Female,Sales Executive,3,Single,6815,No,15,1
1123,29,Travel_Rarely,Research & Development,3,Medical,Male,Laboratory Technician,1,Single,4723,Yes,10,10
1124,35,Travel_Rarely,Research & Development,10,Medical,Female,Healthcare Representative,3,Single,6142,Yes,10,5
1125,39,Travel_Rarely,Sales,6,Medical,Male,Sales Executive,3,Married,8237,No,11,7
1126,29,Travel_Frequently,Research & Development,2,Life Sciences,Male,Healthcare Representative,4,Divorced,8853,No,6,6
1127,50,Travel_Rarely,Sales,9,Marketing,Male,Manager,3,Married,19331,Yes,27,1
1128,23,Travel_Rarely,Research & Development,10,Technical Degree,Male,Research Scientist,3,Married,2073,No,4,2
1129,36,Travel_Frequently,Research & Development,6,Life Sciences,Male,Laboratory Technician,1,Married,5562,Yes,9,3
1130,42,Travel_Rarely,Research & Development,9,Other,Male,Manager,4,Single,19613,No,24,1
1131,35,Travel_Rarely,Research & Development,28,Life Sciences,Male,Laboratory Technician,3,Married,3407,No,10,10
1132,34,Travel_Frequently,Research & Development,10,Technical Degree,Male,Healthcare Representative,3,Married,5063,No,8,8
1133,40,Travel_Rarely,Sales,14,Life Sciences,Female,Sales Executive,1,Married,4639,No,5,5
1134,43,Travel_Rarely,Research & Development,27,Technical Degree,Male,Laboratory Technician,2,Divorced,4876,No,8,6
1135,35,Travel_Rarely,Research & Development,7,Life Sciences,Male,Laboratory Technician,4,Married,2690,No,1,1
1136,46,Travel_Rarely,Sales,1,Life Sciences,Male,Manager,1,Single,17567,No,27,26
1137,28,Travel_Rarely,Research & Development,24,Medical,Male,Laboratory Technician,2,Married,2408,Yes,1,1
1138,22,Non-Travel,Research & Development,26,Other,Female,Research Scientist,3,Married,2814,Yes,4,4
1139,50,Travel_Frequently,Research & Development,20,Medical,Male,Healthcare Representative,3,Married,11245,Yes,32,30
1140,32,Travel_Rarely,Research & Development,5,Other,Female,Research Scientist,4,Married,3312,No,6,3
1141,44,Travel_Rarely,Research & Development,7,Medical,Female,Research Director,4,Divorced,19049,Yes,23,22
1142,30,Travel_Rarely,Research & Development,7,Medical,Male,Research Scientist,2,Married,2141,No,6,6
1143,45,Travel_Rarely,Research & Development,5,Medical,Female,Laboratory Technician,1,Single,5769,Yes,10,10
1144,45,Non-Travel,Sales,26,Marketing,Male,Sales Executive,1,Married,4385,No,10,10
1145,31,Travel_Frequently,Sales,2,Other,Male,Sales Executive,1,Single,5332,No,10,5
1146,36,Travel_Rarely,Research & Development,12,Life Sciences,Female,Manufacturing Director,3,Married,4663,Yes,7,3
1147,34,Travel_Frequently,Research & Development,10,Life Sciences,Male,Manufacturing Director,4,Divorced,4724,No,9,9
1148,49,Travel_Rarely,Research & Development,25,Life Sciences,Female,Laboratory Technician,1,Married,3211,No,10,9
1149,39,Travel_Rarely,Research & Development,10,Medical,Male,Manufacturing Director,1,Married,5377,No,10,7
1150,27,Travel_Rarely,Research & Development,19,Other,Male,Laboratory Technician,1,Divorced,4066,No,7,7
1151,35,Travel_Rarely,Research & Development,18,Life Sciences,Male,Research Scientist,1,Married,5208,No,16,16
1152,28,Travel_Rarely,Research & Development,27,Medical,Female,Manufacturing Director,1,Divorced,4877,No,6,5
1153,21,Travel_Rarely,Research & Development,5,Medical,Male,Research Scientist,4,Single,3117,No,3,2
1154,18,Travel_Frequently,Sales,3,Medical,Female,Sales Representative,4,Single,1569,Yes,0,0
1155,47,Travel_Rarely,Human Resources,26,Life Sciences,Female,Manager,3,Married,19658,No,27,5
1156,39,Travel_Rarely,Research & Development,3,Medical,Male,Laboratory Technician,3,Divorced,3069,No,11,10
1157,40,Travel_Rarely,Research & Development,15,Life Sciences,Female,Manufacturing Director,3,Married,10435,No,18,18
1158,35,Non-Travel,Research & Development,8,Life Sciences,Female,Healthcare Representative,3,Married,4148,No,15,14
1159,37,Travel_Rarely,Research & Development,19,Life Sciences,Male,Manufacturing Director,3,Married,5768,No,9,4
1160,39,Travel_Frequently,Research & Development,4,Medical,Female,Manufacturing Director,3,Single,5042,No,10,9
1161,45,Travel_Rarely,Research & Development,2,Other,Female,Manufacturing Director,4,Divorced,5770,No,10,10
1162,38,Travel_Rarely,Research & Development,2,Medical,Female,Manufacturing Director,3,Married,7756,Yes,10,5
1163,35,Travel_Rarely,Sales,10,Medical,Male,Sales Executive,1,Married,10306,No,15,13
1164,37,Travel_Rarely,Research & Development,10,Medical,Female,Research Scientist,2,Married,3936,No,8,8
1165,40,Travel_Rarely,Research & Development,16,Life Sciences,Female,Manufacturing Director,4,Single,7945,Yes,18,4
1166,44,Travel_Frequently,Human Resources,1,Human Resources,Male,Human Resources,4,Married,5743,Yes,14,10
1167,48,Travel_Frequently,Research & Development,4,Medical,Male,Manager,4,Married,15202,No,23,2
1168,35,Travel_Rarely,Sales,15,Medical,Male,Sales Executive,4,Divorced,5440,Yes,7,2
1169,24,Travel_Frequently,Research & Development,2,Technical Degree,Female,Research Scientist,4,Single,3760,Yes,6,6
1170,27,Travel_Rarely,Research & Development,8,Medical,Female,Research Scientist,3,Married,3517,No,5,3
1171,27,Travel_Frequently,Research & Development,2,Medical,Male,Research Scientist,4,Single,2580,No,6,4
1172,40,Travel_Rarely,Research & Development,7,Life Sciences,Male,Laboratory Technician,1,Single,2166,Yes,10,4
1173,29,Travel_Rarely,Sales,10,Medical,Male,Sales Executive,3,Single,5869,No,8,5
1174,36,Travel_Rarely,Research & Development,5,Life Sciences,Female,Healthcare Representative,1,Married,8008,No,9,3
1175,25,Travel_Frequently,Research & Development,2,Life Sciences,Male,Manufacturing Director,3,Divorced,5206,No,7,7
1176,39,Travel_Rarely,Research & Development,12,Medical,Male,Manufacturing Director,2,Married,5295,No,7,5
1177,49,Travel_Rarely,Research & Development,22,Other,Female,Research Director,2,Married,16413,No,27,4
1178,50,Travel_Rarely,Research & Development,17,Life Sciences,Female,Research Director,1,Divorced,13269,No,19,14
1179,20,Travel_Rarely,Sales,2,Medical,Female,Sales Representative,3,Single,2783,No,2,2
1180,34,Travel_Rarely,Research & Development,3,Life Sciences,Female,Research Scientist,2,Divorced,5433,No,11,11
1181,36,Travel_Rarely,Research & Development,7,Life Sciences,Male,Laboratory Technician,2,Single,2013,No,15,4
1182,49,Travel_Rarely,Research & Development,6,Life Sciences,Female,Healthcare Representative,3,Married,13966,Yes,30,15
1183,36,Non-Travel,Research & Development,1,Medical,Female,Manufacturing Director,3,Married,4374,No,4,3
1184,36,Travel_Rarely,Research & Development,3,Life Sciences,Male,Healthcare Representative,1,Divorced,6842,No,13,5
1185,54,Travel_Rarely,Research & Development,22,Medical,Female,Manager,3,Married,17426,No,36,10
1186,43,Travel_Rarely,Research & Development,15,Life Sciences,Male,Research Director,3,Married,17603,No,14,14
1187,35,Travel_Frequently,Sales,12,Other,Male,Sales Executive,4,Single,4581,Yes,13,11
1188,38,Travel_Frequently,Research & Development,1,Life Sciences,Male,Research Scientist,4,Married,4735,No,19,13
1189,29,Travel_Rarely,Sales,5,Medical,Male,Sales Executive,2,Divorced,4187,Yes,10,10
1190,33,Travel_Rarely,Sales,2,Medical,Male,Sales Executive,4,Divorced,5505,No,6,6
1191,32,Travel_Rarely,Research & Development,2,Medical,Male,Research Scientist,2,Divorced,5470,No,10,9
1192,31,Travel_Rarely,Sales,5,Life Sciences,Female,Sales Executive,4,Married,5476,No,10,10
1193,49,Travel_Rarely,Research & Development,16,Medical,Female,Laboratory Technician,1,Divorced,2587,Yes,17,2
1194,38,Travel_Frequently,Research & Development,2,Medical,Female,Laboratory Technician,2,Single,2440,No,4,4
1195,47,Travel_Rarely,Sales,2,Life Sciences,Female,Manager,2,Divorced,15972,No,29,3
1196,49,Travel_Rarely,Research & Development,1,Life Sciences,Male,Manager,3,Single,15379,No,23,8
1197,41,Travel_Rarely,Sales,23,Life Sciences,Male,Sales Executive,3,Single,7082,Yes,21,2
1198,20,Travel_Rarely,Sales,9,Life Sciences,Male,Sales Representative,1,Single,2728,No,2,2
1199,33,Non-Travel,Sales,16,Life Sciences,Female,Sales Executive,4,Divorced,5368,Yes,7,6
1200,36,Travel_Rarely,Research & Development,26,Life Sciences,Male,Healthcare Representative,3,Married,5347,No,10,3
1201,44,Travel_Rarely,Human Resources,1,Life Sciences,Female,Human Resources,4,Divorced,3195,Yes,8,2
1202,23,Travel_Rarely,Research & Development,8,Medical,Male,Laboratory Technician,3,Single,3989,Yes,5,5
1203,38,Travel_Rarely,Research & Development,4,Medical,Female,Laboratory Technician,3,Married,3306,No,7,0
1204,53,Travel_Rarely,Research & Development,24,Medical,Male,Healthcare Representative,4,Married,7005,No,11,4
1205,48,Travel_Frequently,Sales,7,Medical,Female,Sales Representative,3,Married,2655,Yes,19,9
1206,32,Travel_Rarely,Research & Development,2,Life Sciences,Male,Laboratory Technician,2,Single,1393,No,1,1
1207,26,Non-Travel,Research & Development,7,Medical,Male,Laboratory Technician,4,Single,2570,No,7,7
1208,55,Travel_Rarely,Research & Development,22,Technical Degree,Male,Research Scientist,2,Divorced,3537,No,8,4
1209,34,Travel_Rarely,Research & Development,5,Medical,Male,Laboratory Technician,4,Married,3986,No,15,15
1210,60,Travel_Rarely,Research & Development,1,Medical,Male,Healthcare Representative,4,Divorced,10883,No,19,1
1211,33,Travel_Rarely,Research & Development,21,Medical,Male,Laboratory Technician,2,Married,2028,No,14,14
1212,37,Travel_Frequently,Sales,1,Medical,Male,Sales Executive,4,Divorced,9525,No,6,6
1213,34,Travel_Rarely,Research & Development,19,Life Sciences,Female,Research Scientist,4,Married,2929,No,10,10
1214,23,Travel_Rarely,Sales,7,Life Sciences,Male,Sales Representative,4,Divorced,2275,Yes,3,3
1215,44,Travel_Rarely,Research & Development,2,Life Sciences,Female,Healthcare Representative,4,Married,7879,Yes,9,8
1216,35,Travel_Frequently,Research & Development,2,Medical,Male,Research Scientist,4,Single,4930,Yes,6,5
1217,43,Travel_Rarely,Sales,2,Medical,Male,Sales Executive,4,Married,7847,Yes,10,10
1218,24,Travel_Rarely,Research & Development,9,Medical,Male,Research Scientist,3,Married,4401,No,5,5
1219,41,Travel_Rarely,Sales,6,Marketing,Male,Sales Executive,3,Single,9241,No,10,10
1220,29,Travel_Rarely,Research & Development,9,Medical,Female,Laboratory Technician,3,Married,2974,No,9,5
1221,36,Travel_Rarely,Sales,2,Life Sciences,Female,Sales Representative,4,Single,4502,No,17,13
1222,45,Non-Travel,Research & Development,1,Life Sciences,Male,Healthcare Representative,3,Married,10748,No,25,23
1223,24,Travel_Rarely,Human Resources,22,Human Resources,Male,Human Resources,3,Married,1555,No,1,1
1224,47,Travel_Frequently,Sales,9,Life Sciences,Male,Sales Executive,3,Married,12936,No,25,23
1225,26,Travel_Rarely,Research & Development,17,Medical,Male,Laboratory Technician,3,Married,2305,No,3,3
1226,45,Travel_Rarely,Research & Development,28,Technical Degree,Female,Research Director,2,Single,16704,No,21,21
1227,32,Travel_Frequently,Research & Development,10,Life Sciences,Male,Research Scientist,3,Married,3433,No,10,5
1228,31,Travel_Rarely,Research & Development,2,Life Sciences,Male,Laboratory Technician,3,Married,3477,No,6,5
1229,41,Non-Travel,Human Resources,4,Human Resources,Male,Human Resources,2,Married,6430,No,10,3
1230,40,Travel_Rarely,Research & Development,8,Life Sciences,Female,Manufacturing Director,1,Married,6516,Yes,18,1
1231,24,Travel_Rarely,Research & Development,29,Medical,Male,Laboratory Technician,1,Divorced,3907,No,6,6
1232,46,Travel_Rarely,Research & Development,13,Life Sciences,Male,Healthcare Representative,2,Single,5562,No,19,10
1233,35,Travel_Rarely,Research & Development,27,Life Sciences,Male,Manufacturing Director,3,Married,6883,No,17,7
1234,30,Travel_Rarely,Research & Development,16,Life Sciences,Male,Research Scientist,4,Married,2862,No,10,10
1235,47,Non-Travel,Sales,2,Marketing,Male,Sales Executive,2,Married,4978,No,4,1
1236,46,Travel_Rarely,Sales,2,Life Sciences,Male,Sales Executive,4,Divorced,10368,Yes,13,10
1237,36,Travel_Rarely,Sales,13,Marketing,Male,Sales Executive,1,Divorced,6134,Yes,16,2
1238,32,Travel_Rarely,Sales,1,Life Sciences,Male,Sales Executive,2,Single,6735,No,10,0
1239,23,Travel_Rarely,Research & Development,4,Medical,Female,Laboratory Technician,2,Single,3295,No,3,3
1240,31,Travel_Frequently,Research & Development,24,Technical Degree,Female,Manufacturing Director,4,Single,5238,No,9,5
1241,39,Non-Travel,Research & Development,1,Life Sciences,Male,Laboratory Technician,4,Married,6472,Yes,9,9
1242,32,Travel_Rarely,Sales,19,Life Sciences,Male,Sales Executive,3,Married,9610,No,10,4
1243,40,Travel_Rarely,Sales,7,Medical,Male,Manager,2,Single,19833,No,21,21
1244,45,Travel_Rarely,Human Resources,4,Life Sciences,Female,Human Resources,3,Married,9756,No,9,5
1245,30,Travel_Frequently,Research & Development,2,Technical Degree,Female,Research Scientist,1,Single,4968,No,10,9
1246,24,Travel_Frequently,Human Resources,10,Medical,Male,Human Resources,4,Married,2145,No,3,2
1247,30,Travel_Frequently,Human Resources,8,Human Resources,Female,Human Resources,4,Divorced,2180,No,6,4
1248,31,Travel_Rarely,Sales,5,Technical Degree,Male,Sales Executive,3,Married,8346,No,6,5
1249,27,Travel_Rarely,Research & Development,8,Medical,Female,Research Scientist,4,Single,3445,No,6,6
1250,29,Travel_Rarely,Sales,9,Marketing,Female,Sales Representative,2,Single,2760,No,2,2
1251,29,Travel_Frequently,Research & Development,1,Life Sciences,Male,Healthcare Representative,3,Single,6294,Yes,10,3
1252,30,Travel_Rarely,Sales,15,Marketing,Male,Sales Executive,1,Divorced,7140,No,12,7
1253,34,Travel_Rarely,Research & Development,2,Medical,Male,Research Scientist,4,Married,2932,Yes,6,5
1254,33,Non-Travel,Sales,2,Marketing,Female,Sales Executive,2,Single,5147,No,13,11
1255,49,Travel_Rarely,Sales,11,Marketing,Female,Sales Executive,4,Single,4507,No,8,5
1256,33,Travel_Rarely,Sales,16,Life Sciences,Female,Sales Executive,1,Single,8564,Yes,11,0
1257,38,Travel_Frequently,Research & Development,2,Medical,Female,Laboratory Technician,2,Married,2468,No,9,6
1258,31,Travel_Rarely,Sales,16,Marketing,Male,Sales Executive,3,Married,8161,No,10,1
1259,29,Travel_Rarely,Research & Development,4,Technical Degree,Female,Research Scientist,1,Divorced,2109,No,1,1
1260,30,Travel_Rarely,Research & Development,16,Life Sciences,Male,Healthcare Representative,3,Married,5294,No,10,7
1261,32,Non-Travel,Research & Development,5,Technical Degree,Male,Research Scientist,2,Single,2718,No,12,7
1262,38,Travel_Rarely,Research & Development,18,Medical,Male,Healthcare Representative,4,Married,5811,Yes,15,1
1263,43,Travel_Frequently,Research & Development,17,Technical Degree,Male,Research Scientist,3,Married,2437,Yes,6,1
1264,42,Travel_Rarely,Research & Development,12,Medical,Male,Laboratory Technician,2,Divorced,2766,No,7,5
1265,55,Travel_Rarely,Research & Development,2,Medical,Male,Research Director,1,Married,19038,No,34,1
1266,33,Non-Travel,Research & Development,4,Technical Degree,Male,Research Scientist,2,Divorced,3055,No,11,9
1267,41,Travel_Rarely,Research & Development,9,Life Sciences,Male,Laboratory Technician,1,Divorced,2289,No,5,5
1268,34,Non-Travel,Sales,10,Life Sciences,Male,Sales Executive,3,Divorced,4001,Yes,15,15
1269,53,Non-Travel,Research & Development,1,Medical,Female,Manufacturing Director,3,Married,12965,Yes,27,3
1270,43,Travel_Rarely,Human Resources,2,Life Sciences,Male,Human Resources,4,Single,3539,No,10,9
1271,34,Travel_Rarely,Sales,3,Life Sciences,Female,Sales Executive,4,Single,6029,No,6,2
1272,21,Travel_Rarely,Sales,7,Marketing,Male,Sales Representative,2,Single,2679,No,1,1
1273,38,Travel_Rarely,Research & Development,6,Other,Female,Laboratory Technician,3,Married,3702,No,5,5
1274,22,Travel_Rarely,Research & Development,8,Medical,Female,Laboratory Technician,1,Married,2398,Yes,1,1
1275,31,Travel_Rarely,Sales,29,Marketing,Female,Sales Executive,4,Married,5468,No,13,12
1276,51,Travel_Rarely,Research & Development,3,Technical Degree,Female,Manager,3,Married,13116,No,15,2
1277,37,Travel_Rarely,Sales,9,Marketing,Male,Sales Executive,2,Married,4189,No,5,5
1278,46,Travel_Rarely,Research & Development,2,Medical,Male,Research Director,4,Divorced,19328,Yes,24,2
1279,36,Travel_Rarely,Research & Development,10,Life Sciences,Male,Healthcare Representative,1,Married,8321,Yes,15,12
1280,44,Travel_Frequently,Research & Development,1,Medical,Male,Research Scientist,2,Divorced,2342,Yes,6,5
1281,37,Travel_Rarely,Human Resources,8,Other,Male,Human Resources,2,Divorced,4071,No,19,10
1282,35,Travel_Rarely,Sales,27,Life Sciences,Male,Sales Executive,4,Single,5813,Yes,10,10
1283,33,Travel_Rarely,Research & Development,8,Life Sciences,Male,Research Scientist,1,Married,3143,No,14,10
1284,28,Travel_Rarely,Research & Development,1,Life Sciences,Male,Research Scientist,4,Married,2044,No,5,5
1285,39,Travel_Rarely,Research & Development,10,Medical,Male,Research Director,3,Single,13464,No,9,4
1286,46,Non-Travel,Sales,26,Life Sciences,Male,Sales Executive,2,Single,7991,No,6,2
1287,40,Travel_Rarely,Research & Development,2,Life Sciences,Female,Laboratory Technician,1,Married,3377,No,7,4
1288,42,Travel_Rarely,Research & Development,13,Medical,Male,Healthcare Representative,1,Married,5538,No,10,0
1289,35,Non-Travel,Research & Development,2,Medical,Male,Manufacturing Director,4,Divorced,5762,No,15,7
1290,38,Non-Travel,Human Resources,2,Human Resources,Male,Human Resources,2,Divorced,2592,No,13,11
1291,34,Travel_Frequently,Research & Development,9,Life Sciences,Male,Laboratory Technician,1,Married,5346,No,11,7
1292,37,Travel_Rarely,Research & Development,10,Medical,Male,Manufacturing Director,1,Single,4213,No,10,10
1293,39,Travel_Frequently,Sales,20,Life Sciences,Male,Sales Executive,4,Divorced,4127,No,7,2
1294,43,Non-Travel,Research & Development,9,Life Sciences,Male,Research Scientist,3,Single,2438,No,7,3
1295,41,Travel_Rarely,Research & Development,5,Life Sciences,Male,Healthcare Representative,2,Single,6870,No,11,3
1296,41,Travel_Rarely,Sales,4,Marketing,Female,Sales Executive,3,Divorced,10447,Yes,23,22
1297,30,Travel_Rarely,Research & Development,10,Medical,Female,Manufacturing Director,3,Single,9667,No,9,7
1298,26,Travel_Rarely,Human Resources,20,Medical,Female,Human Resources,2,Married,2148,Yes,6,5
1299,46,Travel_Rarely,Research & Development,21,Medical,Female,Healthcare Representative,2,Married,8926,No,13,9
1300,40,Travel_Rarely,Research & Development,1,Life Sciences,Female,Healthcare Representative,4,Divorced,6513,No,12,5
1301,34,Travel_Rarely,Sales,8,Technical Degree,Male,Sales Executive,3,Married,6799,No,10,10
1302,58,Non-Travel,Sales,2,Medical,Male,Manager,2,Divorced,16291,No,37,16
1303,35,Travel_Rarely,Research & Development,23,Medical,Male,Laboratory Technician,3,Married,2705,No,6,5
1304,47,Travel_Rarely,Research & Development,4,Life Sciences,Female,Manufacturing Director,2,Divorced,10333,Yes,28,22
1305,40,Travel_Rarely,Research & Development,12,Life Sciences,Female,Healthcare Representative,1,Divorced,4448,No,15,7
1306,54,Travel_Rarely,Research & Development,7,Medical,Female,Research Scientist,4,Married,6854,No,14,7
1307,31,Travel_Frequently,Sales,7,Marketing,Female,Sales Executive,1,Married,9637,No,9,3
1308,28,Travel_Rarely,Research & Development,1,Medical,Female,Research Scientist,1,Married,3591,No,3,3
1309,38,Travel_Rarely,Sales,2,Marketing,Female,Sales Representative,4,Married,5405,Yes,20,4
1310,26,Travel_Rarely,Sales,10,Medical,Male,Sales Executive,4,Single,4684,No,5,5
1311,58,Travel_Frequently,Research & Development,15,Life Sciences,Male,Research Director,3,Married,15787,Yes,23,2
1312,18,Non-Travel,Research & Development,14,Medical,Female,Research Scientist,3,Single,1514,No,0,0
1313,31,Travel_Rarely,Human Resources,18,Human Resources,Male,Human Resources,1,Married,2956,No,2,1
1314,29,Travel_Rarely,Human Resources,13,Human Resources,Male,Human Resources,1,Divorced,2335,Yes,4,2
1315,45,Non-Travel,Sales,2,Life Sciences,Female,Sales Executive,3,Married,5154,No,10,8
1316,36,Travel_Rarely,Research & Development,2,Other,Female,Research Scientist,2,Married,6962,Yes,15,1
1317,43,Travel_Frequently,Sales,2,Life Sciences,Male,Sales Executive,4,Married,5675,No,7,7
1318,27,Travel_Frequently,Research & Development,5,Life Sciences,Female,Laboratory Technician,4,Single,2379,Yes,6,5
1319,29,Travel_Frequently,Research & Development,20,Medical,Male,Laboratory Technician,4,Married,3812,No,11,11
1320,32,Travel_Frequently,Sales,10,Marketing,Male,Sales Executive,4,Single,4648,No,4,0
1321,42,Non-Travel,Research & Development,10,Technical Degree,Male,Research Scientist,3,Married,2936,No,10,6
1322,47,Travel_Rarely,Research & Development,9,Life Sciences,Female,Laboratory Technician,3,Single,2105,No,7,2
1323,46,Travel_Rarely,Research & Development,2,Life Sciences,Male,Manufacturing Director,4,Divorced,8578,No,12,9
1324,28,Non-Travel,Human Resources,1,Life Sciences,Male,Human Resources,4,Divorced,2706,No,3,3
1325,29,Travel_Rarely,Research & Development,29,Life Sciences,Male,Healthcare Representative,3,Divorced,6384,No,11,7
1326,42,Travel_Rarely,Research & Development,8,Life Sciences,Male,Laboratory Technician,3,Single,3968,No,8,0
1327,32,Travel_Rarely,Sales,2,Marketing,Male,Sales Executive,2,Single,9907,Yes,7,2
1328,46,Travel_Rarely,Sales,3,Technical Degree,Female,Sales Executive,1,Divorced,13225,No,25,19
1329,27,Travel_Rarely,Sales,23,Medical,Female,Sales Representative,3,Married,3540,No,9,9
1330,29,Travel_Rarely,Human Resources,6,Medical,Male,Human Resources,2,Married,2804,No,1,1
1331,43,Travel_Rarely,Research & Development,6,Medical,Female,Manager,3,Married,19392,No,21,16
1332,48,Travel_Rarely,Research & Development,10,Life Sciences,Male,Research Director,2,Married,19665,No,29,22
1333,29,Travel_Frequently,Research & Development,24,Life Sciences,Male,Research Scientist,4,Single,2439,Yes,1,1
1334,46,Travel_Rarely,Sales,10,Life Sciences,Female,Sales Executive,2,Married,7314,No,14,8
1335,27,Travel_Frequently,Research & Development,15,Life Sciences,Female,Research Scientist,1,Married,4774,No,8,7
1336,39,Travel_Rarely,Research & Development,19,Other,Male,Research Scientist,4,Divorced,3902,No,7,2
1337,55,Travel_Rarely,Research & Development,2,Technical Degree,Male,Research Scientist,4,Married,2662,No,19,5
1338,28,Travel_Rarely,Sales,3,Medical,Female,Sales Representative,2,Married,2856,No,1,1
1339,30,Travel_Rarely,Sales,9,Medical,Male,Sales Representative,4,Single,1081,No,1,1
1340,22,Travel_Rarely,Research & Development,7,Life Sciences,Male,Research Scientist,2,Single,2472,Yes,1,1
1341,36,Travel_Rarely,Sales,10,Technical Degree,Female,Sales Executive,3,Married,5673,Yes,10,10
1342,31,Travel_Rarely,Research & Development,20,Life Sciences,Male,Laboratory Technician,3,Divorced,4197,No,10,10
1343,34,Travel_Rarely,Sales,4,Life Sciences,Male,Sales Executive,4,Married,9713,Yes,9,5
1344,29,Travel_Rarely,Research & Development,7,Life Sciences,Male,Laboratory Technician,1,Single,2062,No,11,3
1345,37,Travel_Rarely,Research & Development,7,Medical,Male,Research Scientist,1,Married,4284,Yes,16,5
1346,35,Travel_Rarely,Research & Development,16,Other,Female,Manufacturing Director,2,Married,4788,Yes,4,3
1347,45,Travel_Rarely,Research & Development,25,Life Sciences,Female,Manufacturing Director,4,Married,5906,No,10,9
